Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_JAENGO010000005.1.region002.gbk_region_2	NZ_JAENGO010000005.1.region002	region	2	1227	FAM_00073	RiPP	Unknown	RRE-containing	RiPP	NZ_JAENGO010000005.1 Devosia sp. WQ 349K1 Scaffold4_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00073	0.5
NZ_JABBDZ010000002.1.region001.gbk_region_1	NZ_JABBDZ010000002.1.region001	region	1	1227	FAM_00073	RiPP	Unknown	RRE-containing	RiPP	NZ_JABBDZ010000002.1 Devosia sp. MC1541 Scaffold2_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00073	0.5
NZ_CP059902.1.region001.gbk_region_1	NZ_CP059902.1.region001	region	1	1227	FAM_00073	RiPP	Unknown	RRE-containing	RiPP	NZ_CP059902.1 Devosia sp. MC521 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00073	0.5
NZ_LMEA01000010.1.region001.gbk_region_1	NZ_LMEA01000010.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_LMEA01000010.1 Devosia sp. Root413D1 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_CAXUPH020000005.1.region001.gbk_region_1	NZ_CAXUPH020000005.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_CAXUPH020000005.1 Devosia sp. LjRoot16 LJR016c5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_MKVB01000002.1.region001.gbk_region_1	NZ_MKVB01000002.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_MKVB01000002.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_147, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_CP012945.1.region002.gbk_region_2	NZ_CP012945.1.region002	region	2	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_LMCR01000017.1.region001.gbk_region_1	NZ_LMCR01000017.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_LMCR01000017.1 Devosia sp. Root105 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_JAFKHA010000012.1.region001.gbk_region_1	NZ_JAFKHA010000012.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_JAFKHA010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_19, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_JBXAPX010000006.1.region001.gbk_region_1	NZ_JBXAPX010000006.1.region001	region	1	1458	FAM_00074	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBXAPX010000006.1 Devosia sp. GW821-FHT12F11 NODE_6_length_419588_cov_59.036509, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00074	0.5
NZ_JBHLYO010000010.1.region001.gbk_region_1	NZ_JBHLYO010000010.1.region001	region	1	1572	FAM_00075	RiPP	Unknown	RiPP-like	RiPP	NZ_JBHLYO010000010.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_10, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00075	0.5
NZ_BSNS01000011.1.region001.gbk_region_1	NZ_BSNS01000011.1.region001	region	1	1572	FAM_00075	RiPP	Unknown	RiPP-like	RiPP	NZ_BSNS01000011.1 Devosia nitrariae strain NBRC 112416 sequence11, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00075	0.5
NZ_CP063401.1.region003.gbk_region_3	NZ_CP063401.1.region003	region	3	1691	FAM_00076	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00076	0.5
NZ_CP092483.1.region001.gbk_region_1	NZ_CP092483.1.region001	region	1	1691	FAM_00076	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_CP092483.1 Devosia lacusdianchii strain JXJ CY 41 chromosome	Unknown	RiPP_c0.5_famFAM_00076	0.5
NZ_MKVB01000001.1.region002.gbk_region_2	NZ_MKVB01000001.1.region002	region	2	1716	FAM_00077	RiPP	Unknown	thioamitides	RiPP	NZ_MKVB01000001.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_127, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00077	0.5
NZ_JAFKHA010000009.1.region002.gbk_region_2	NZ_JAFKHA010000009.1.region002	region	2	1716	FAM_00077	RiPP	Unknown	thioamitides	RiPP	NZ_JAFKHA010000009.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00077	0.5
NZ_CP012945.1.region001.gbk_region_1	NZ_CP012945.1.region001	region	1	1820	FAM_00078	RiPP	Unknown	thioamitides	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_JAFKHA010000012.1.region002.gbk_region_2	NZ_JAFKHA010000012.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides	RiPP	NZ_JAFKHA010000012.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_19, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_CAXUPH020000005.1.region002.gbk_region_2	NZ_CAXUPH020000005.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides.thiopeptide	RiPP	NZ_CAXUPH020000005.1 Devosia sp. LjRoot16 LJR016c5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_LMCR01000017.1.region002.gbk_region_2	NZ_LMCR01000017.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides.thiopeptide	RiPP	NZ_LMCR01000017.1 Devosia sp. Root105 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_LMEA01000010.1.region002.gbk_region_2	NZ_LMEA01000010.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides.thiopeptide	RiPP	NZ_LMEA01000010.1 Devosia sp. Root413D1 contig_5, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_JBXAPX010000006.1.region002.gbk_region_2	NZ_JBXAPX010000006.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides	RiPP	NZ_JBXAPX010000006.1 Devosia sp. GW821-FHT12F11 NODE_6_length_419588_cov_59.036509, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_MKVB01000002.1.region002.gbk_region_2	NZ_MKVB01000002.1.region002	region	2	1820	FAM_00078	RiPP	Unknown	thioamitides	RiPP	NZ_MKVB01000002.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_147, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00078	0.5
NZ_CM147870.1.region006.gbk_region_6	NZ_CM147870.1.region006	region	6	2237	FAM_00079	RiPP	Unknown	RiPP-like	RiPP	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00079	0.5
NZ_JAGXTP010000002.1.region001.gbk_region_1	NZ_JAGXTP010000002.1.region001	region	1	2237	FAM_00079	RiPP	Unknown	RiPP-like	RiPP	NZ_JAGXTP010000002.1 Devosia litorisediminis strain BSSL-BM10 2, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00079	0.5
NZ_JAPWHK010000006.1.region001.gbk_region_1	NZ_JAPWHK010000006.1.region001	region	1	2237	FAM_00079	RiPP	Unknown	RiPP-like	RiPP	NZ_JAPWHK010000006.1 Devosia neptuniae strain G21611-S1 NODE_6_length_281503_cov_131.454, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00079	0.5
NZ_JBNMEO010000017.1.region001.gbk_region_1	NZ_JBNMEO010000017.1.region001	region	1	2237	FAM_00079	RiPP	Unknown	RiPP-like	RiPP	NZ_JBNMEO010000017.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0000215, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00079	0.5
NZ_CP118245.1.region003.gbk_region_3	NZ_CP118245.1.region003	region	3	2237	FAM_00079	RiPP	Unknown	RiPP-like	RiPP	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	RiPP_c0.5_famFAM_00079	0.5
NZ_JBDGIY010000001.1.region003.gbk_region_3	NZ_JBDGIY010000001.1.region003	region	3	2369	FAM_00080	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00080	0.5
NZ_PYVW01000001.1.region001.gbk_region_1	NZ_PYVW01000001.1.region001	region	1	2369	FAM_00080	RiPP	Unknown	redox-cofactor	RiPP	NZ_PYVW01000001.1 Devosia naphthalenivorans strain CM5-1 scaffold1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00080	0.5
NZ_CAXUPH020000001.1.region001.gbk_region_1	NZ_CAXUPH020000001.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_CAXUPH020000001.1 Devosia sp. LjRoot16 LJR016c1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_JAFKHA010000008.1.region001.gbk_region_1	NZ_JAFKHA010000008.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_JAFKHA010000008.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_CP012945.1.region003.gbk_region_3	NZ_CP012945.1.region003	region	3	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_LMCR01000021.1.region001.gbk_region_1	NZ_LMCR01000021.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_LMCR01000021.1 Devosia sp. Root105 contig_9, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_JBXAPX010000002.1.region001.gbk_region_1	NZ_JBXAPX010000002.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_JBXAPX010000002.1 Devosia sp. GW821-FHT12F11 NODE_2_length_929012_cov_60.894576, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_MKVB01000006.1.region001.gbk_region_1	NZ_MKVB01000006.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_MKVB01000006.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_172, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_LMEA01000012.1.region001.gbk_region_1	NZ_LMEA01000012.1.region001	region	1	2410	FAM_00081	RiPP	Unknown	RRE-containing	RiPP	NZ_LMEA01000012.1 Devosia sp. Root413D1 contig_7, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00081	0.5
NZ_CP034767.1.region001.gbk_region_1	NZ_CP034767.1.region001	region	1	2633	FAM_00082	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00082	0.5
NZ_JABAOL010000001.1.region002.gbk_region_2	NZ_JABAOL010000001.1.region002	region	2	2633	FAM_00082	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_JABAOL010000001.1 Devosia sp. 919 Scaffold1_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00082	0.5
NZ_JBYUNQ010000005.1.region001.gbk_region_1	NZ_JBYUNQ010000005.1.region001	region	1	2633	FAM_00082	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_JBYUNQ010000005.1 Devosia sp. Z11_6 NODE_5_length_228390_cov_165.542129, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00082	0.5
NZ_JABAOM010000005.1.region001.gbk_region_1	NZ_JABAOM010000005.1.region001	region	1	2633	FAM_00082	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_JABAOM010000005.1 Devosia sp. 1635 Scaffold4_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00082	0.5
NZ_JBYUNO010000001.1.region001.gbk_region_1	NZ_JBYUNO010000001.1.region001	region	1	2633	FAM_00082	RiPP	Unknown	RRE-containing.lassopeptide	RiPP	NZ_JBYUNO010000001.1 Devosia sp. Z6_126 NODE_1_length_1401190_cov_167.528294, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00082	0.5
NZ_OZ245853.1.region001.gbk_region_1	NZ_OZ245853.1.region001	region	1	4113	FAM_00083	RiPP	Unknown	thioamitides	RiPP	NZ_OZ245853.1 MAG: Devosia sp. isolate 3d186a37-0bcd-4ac1-b259-f5c9590ee027 chromosome 1	Unknown	RiPP_c0.5_famFAM_00083	0.5
NZ_JAQRMY010000003.1.region001.gbk_region_1	NZ_JAQRMY010000003.1.region001	region	1	4113	FAM_00083	RiPP	Unknown	thioamitides	RiPP	NZ_JAQRMY010000003.1 Devosia sp. ZB163 scaffold_2, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00083	0.5
NZ_JAFKHE010000031.1.region001.gbk_region_1	NZ_JAFKHE010000031.1.region001	region	1	4113	FAM_00083	RiPP	Unknown	thioamitides	RiPP	NZ_JAFKHE010000031.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_280, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00083	0.5
NZ_JAFKHA010000010.1.region001.gbk_region_1	NZ_JAFKHA010000010.1.region001	region	1	4858	FAM_00084	RiPP	Unknown	LAP	RiPP	NZ_JAFKHA010000010.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_12, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00084	0.5
NZ_MKVB01000003.1.region001.gbk_region_1	NZ_MKVB01000003.1.region001	region	1	4858	FAM_00084	RiPP	Unknown	LAP	RiPP	NZ_MKVB01000003.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_152, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00084	0.5
NZ_JBFUCQ010000005.1.region001.gbk_region_1	NZ_JBFUCQ010000005.1.region001	region	1	4936	FAM_00085	RiPP	Unknown	thioamitides	RiPP	NZ_JBFUCQ010000005.1 Devosia sp. P1_H9 scaffold_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00085	0.5
NZ_JBFUGO010000004.1.region001.gbk_region_1	NZ_JBFUGO010000004.1.region001	region	1	4936	FAM_00085	RiPP	Unknown	thioamitides	RiPP	NZ_JBFUGO010000004.1 Devosia sp. P3_B2 scaffold_3, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00085	0.5
NZ_JBFUFI010000005.1.region001.gbk_region_1	NZ_JBFUFI010000005.1.region001	region	1	4936	FAM_00085	RiPP	Unknown	thioamitides	RiPP	NZ_JBFUFI010000005.1 Devosia sp. P2_G7 scaffold_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00085	0.5
NZ_JAIMBX010000003.1.region001.gbk_region_1	NZ_JAIMBX010000003.1.region001	region	1	6109	FAM_00086	RiPP	Unknown	thioamitides	RiPP	NZ_JAIMBX010000003.1 Devosia sp. BK 9_Devo_3, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00086	0.5
NZ_LMQU01000011.1.region002.gbk_region_2	NZ_LMQU01000011.1.region002	region	2	6109	FAM_00086	RiPP	Unknown	thioamitides	RiPP	NZ_LMQU01000011.1 Devosia sp. Leaf420 contig_4, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00086	0.5
NZ_LMLO01000012.1.region002.gbk_region_2	NZ_LMLO01000012.1.region002	region	2	6109	FAM_00086	RiPP	Unknown	thioamitides	RiPP	NZ_LMLO01000012.1 Devosia sp. Leaf64 contig_2, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00086	0.5
NZ_WQRF01000001.1.region001.gbk_region_1	NZ_WQRF01000001.1.region001	region	1	9557	FAM_00087	RiPP	Unknown	RiPP-like	RiPP	NZ_WQRF01000001.1 Devosia marina strain L53-10-65 NODE_1_length_1615214_cov_52.474690, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00087	0.5
NZ_STGC01000005.1.region005.gbk_region_5	NZ_STGC01000005.1.region005	region	5	9557	FAM_00087	RiPP	Unknown	RiPP-like	RiPP	NZ_STGC01000005.1 Devosia sp. FKR38 NODE_14_length_2742056_cov_203.257278, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00087	0.5
NZ_STGC01000005.1.region001.gbk_region_1	NZ_STGC01000005.1.region001	region	1	396	FAM_00088	RiPP	Unknown	RiPP-like	RiPP	NZ_STGC01000005.1 Devosia sp. FKR38 NODE_14_length_2742056_cov_203.257278, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00088	0.5
NZ_JABBDZ010000004.1.region001.gbk_region_1	NZ_JABBDZ010000004.1.region001	region	1	1454	FAM_00089	RiPP	Unknown	RiPP-like	RiPP	NZ_JABBDZ010000004.1 Devosia sp. MC1541 Scaffold4_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00089	0.5
NZ_OZ245853.1.region004.gbk_region_4	NZ_OZ245853.1.region004	region	4	1576	FAM_00090	RiPP	Unknown	thioamitides	RiPP	NZ_OZ245853.1 MAG: Devosia sp. isolate 3d186a37-0bcd-4ac1-b259-f5c9590ee027 chromosome 1	Unknown	RiPP_c0.5_famFAM_00090	0.5
NZ_JBTMWU010000001.1.region001.gbk_region_1	NZ_JBTMWU010000001.1.region001	region	1	3820	FAM_00091	RiPP	Unknown	redox-cofactor	RiPP	NZ_JBTMWU010000001.1 Devosia sp. A449 Scaffold1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00091	0.5
NZ_CP186479.1.region003.gbk_region_3	NZ_CP186479.1.region003	region	3	4025	FAM_00092	RiPP	Unknown	thioamitides	RiPP	NZ_CP186479.1 Devosia sp. CN2-171 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00092	0.5
NZ_JBLXGA010000019.1.region001.gbk_region_1	NZ_JBLXGA010000019.1.region001	region	1	4517	FAM_00093	RiPP	Unknown	RiPP-like	RiPP	NZ_JBLXGA010000019.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@19, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00093	0.5
NZ_CM147875.1.region002.gbk_region_2	NZ_CM147875.1.region002	region	2	4795	FAM_00094	RiPP	Unknown	thioamitides	RiPP	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00094	0.5
NZ_JAFKHE010000027.1.region001.gbk_region_1	NZ_JAFKHE010000027.1.region001	region	1	4870	FAM_00095	RiPP	Unknown	redox-cofactor	RiPP	NZ_JAFKHE010000027.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_205, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00095	0.5
NZ_LAJG01000014.1.region003.gbk_region_3	NZ_LAJG01000014.1.region003	region	3	5094	FAM_00096	RiPP	Unknown	thioamitides	RiPP	NZ_LAJG01000014.1 Devosia soli strain GH2-10 NODE_14, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00096	0.5
NZ_JBXAPX010000005.1.region001.gbk_region_1	NZ_JBXAPX010000005.1.region001	region	1	6087	FAM_00097	RiPP	Unknown	lanthipeptide-class-iv	RiPP	NZ_JBXAPX010000005.1 Devosia sp. GW821-FHT12F11 NODE_5_length_446700_cov_56.840628, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00097	0.5
NZ_CM147875.1.region001.gbk_region_1	NZ_CM147875.1.region001	region	1	6488	FAM_00098	RiPP	Unknown	RiPP-like	RiPP	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00098	0.5
NZ_CP186479.1.region002.gbk_region_2	NZ_CP186479.1.region002	region	2	7009	FAM_00099	RiPP	Unknown	RiPP-like	RiPP	NZ_CP186479.1 Devosia sp. CN2-171 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00099	0.5
NZ_BMZE01000001.1.region002.gbk_region_2	NZ_BMZE01000001.1.region002	region	2	7117	FAM_00100	RiPP	Unknown	RiPP-like	RiPP	NZ_BMZE01000001.1 Devosia pacifica strain KCTC 32437 sequence1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00100	0.5
NZ_JABBDZ010000019.1.region001.gbk_region_1	NZ_JABBDZ010000019.1.region001	region	1	7320	FAM_00101	RiPP	Unknown	RRE-containing	RiPP	NZ_JABBDZ010000019.1 Devosia sp. MC1541 Scaffold19_1, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00101	0.5
NZ_CM147875.1.region003.gbk_region_3	NZ_CM147875.1.region003	region	3	7694	FAM_00102	RiPP	Unknown	RiPP-like	RiPP	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00102	0.5
NZ_JBDGIY010000001.1.region005.gbk_region_5	NZ_JBDGIY010000001.1.region005	region	5	8244	FAM_00103	RiPP	Unknown	thioamitides	RiPP	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00103	0.5
NZ_MKUZ01000030.1.region001.gbk_region_1	NZ_MKUZ01000030.1.region001	region	1	8968	FAM_00104	RiPP	Unknown	thioamitides	RiPP	NZ_MKUZ01000030.1 MAG: Devosia sp. 66-22 SCNpilot_expt_1000_bf_scaffold_96, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00104	0.5
NZ_CP063401.1.region006.gbk_region_6	NZ_CP063401.1.region006	region	6	9049	FAM_00105	RiPP	Unknown	thioamitides	RiPP	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00105	0.5
NZ_FXWK01000002.1.region001.gbk_region_1	NZ_FXWK01000002.1.region001	region	1	9504	FAM_00106	RiPP	Unknown	lanthipeptide-class-ii	RiPP	NZ_FXWK01000002.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00106	0.5
NZ_CP045422.1.region002.gbk_region_2	NZ_CP045422.1.region002	region	2	10035	FAM_00107	RiPP	Unknown	RiPP-like	RiPP	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00107	0.5
NZ_JBLXGA010000003.1.region001.gbk_region_1	NZ_JBLXGA010000003.1.region001	region	1	10473	FAM_00108	RiPP	Unknown	thioamitides	RiPP	NZ_JBLXGA010000003.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@3, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00108	0.5
NZ_JBDGIY010000001.1.region001.gbk_region_1	NZ_JBDGIY010000001.1.region001	region	1	10498	FAM_00109	RiPP	Unknown	RRE-containing	RiPP	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00109	0.5
NZ_AP027921.1.region002.gbk_region_2	NZ_AP027921.1.region002	region	2	10787	FAM_00110	RiPP	Unknown	RRE-containing	RiPP	NZ_AP027921.1 Devosia sp. T2-14 chromosome, complete genome	Unknown	RiPP_c0.5_famFAM_00110	0.5
NZ_JADGNE010000033.1.region001.gbk_region_1	NZ_JADGNE010000033.1.region001	region	1	11915	FAM_00111	RiPP	Unknown	RRE-containing	RiPP	NZ_JADGNE010000033.1 MAG: Devosia sp. isolate N26CT NODE_24_length_219165_cov_20.528168, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00111	0.5
NZ_JBDGIY010000001.1.region002.gbk_region_2	NZ_JBDGIY010000001.1.region002	region	2	12318	FAM_00112	RiPP	Unknown	thioamitides	RiPP	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	RiPP_c0.5_famFAM_00112	0.5
NZ_JBTLRJ010000001.1.region003.gbk_region_3	NZ_JBTLRJ010000001.1.region003	region	3	19	FAM_00178	NRPS	Unknown	NRPS-like	NRPS	NZ_JBTLRJ010000001.1 Devosia sp. CAU 1758 contig1, whole genome shotgun sequence	Unknown	NRPS_c0.7_famFAM_00178	0.7
NZ_JBHRYD010000007.1.region002.gbk_region_2	NZ_JBHRYD010000007.1.region002	region	2	19	FAM_00178	NRPS	Unknown	NRP-metallophore.NRPS	NRPS	NZ_JBHRYD010000007.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_7, whole genome shotgun sequence	Unknown	NRPS_c0.7_famFAM_00178	0.7
NZ_FXWK01000002.1.region003.gbk_region_3	NZ_FXWK01000002.1.region003	region	3	19	FAM_00198	NRPS	Unknown	NRPS-like	NRPS	NZ_FXWK01000002.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	NRPS_c0.7_famFAM_00198	0.7
NZ_FQVC01000008.1.region001.gbk_region_1	NZ_FQVC01000008.1.region001	region	1	9980	FAM_00211	NRPS	Unknown	NRPS-like	NRPS	NZ_FQVC01000008.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	NRPS_c0.7_famFAM_00211	0.7
NZ_LAJF01000091.1.region001.gbk_region_1	NZ_LAJF01000091.1.region001	region	1	9980	FAM_00211	NRPS	Unknown	NRPS-like	NRPS	NZ_LAJF01000091.1 Devosia limi DSM 17137 NODE_91, whole genome shotgun sequence	Unknown	NRPS_c0.7_famFAM_00211	0.7
NZ_CP146608.1.region006.gbk_region_6	NZ_CP146608.1.region006	region	6	3881	FAM_00578	RiPP.other	Unknown	hserlactone.thioamitides	RiPP.other	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	RiPP.other_c0.7_famFAM_00578	0.7
NZ_JNNO01000034.1.region001.gbk_region_1	NZ_JNNO01000034.1.region001	region	1	10477	FAM_00579	RiPP.other	Unknown	RiPP-like.hydrogen-cyanide	RiPP.other	NZ_JNNO01000034.1 Devosia sp. LC5 contig4, whole genome shotgun sequence	Unknown	RiPP.other_c0.7_famFAM_00579	0.7
